V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
63.2856,0.365634,1.46985,0.365634,All
63.3034,0.366633,1.47222,0.366633,All
63.3739,0.367632,1.47258,0.367632,All
63.382,0.368631,1.47329,0.368631,All
63.4338,0.36963,1.47801,0.36963,All
63.5168,0.370629,1.47835,0.370629,All
63.5723,0.371628,1.47948,0.371628,All
63.7305,0.372627,1.48013,0.372627,All
63.7416,0.373626,1.48079,0.373626,All
63.7441,0.374625,1.48214,0.374625,All
63.7648,0.375624,1.48815,0.375624,All
63.7694,0.376623,1.49242,0.376623,All
63.8174,0.377622,1.49326,0.377622,All
63.8568,0.378621,1.49976,0.378621,All
63.9629,0.37962,1.49984,0.37962,All
63.9757,0.380619,1.50169,0.380619,All
63.987,0.381618,1.50396,0.381618,All
64.0314,0.382617,1.51157,0.382617,All
64.0597,0.383616,1.5126,0.383616,All
64.1212,0.384615,1.51772,0.384615,All
64.1641,0.385614,1.52194,0.385614,All
64.324,0.386613,1.52322,0.386613,All
64.4006,0.387612,1.52462,0.387612,All
64.4032,0.388611,1.52851,0.388611,All
64.4808,0.38961,1.53072,0.38961,All
64.5322,0.390609,1.53726,0.390609,All
64.542,0.391608,1.53762,0.391608,All
64.5898,0.392607,1.55535,0.392607,All
64.6086,0.393606,1.56361,0.393606,All
64.6123,0.394605,1.56892,0.394605,All
64.6442,0.395604,1.57398,0.395604,All
64.688,0.396603,1.57759,0.396603,All
64.7925,0.397602,1.58332,0.397602,All
64.8198,0.398601,1.58455,0.398601,All
64.9082,0.3996,1.58512,0.3996,All
64.9428,0.400599,1.59496,0.400599,All
65.3103,0.401598,1.59911,0.401598,All
65.4362,0.402597,1.59944,0.402597,All
65.4534,0.403596,1.60087,0.403596,All
65.4678,0.404595,1.60364,0.404595,All
65.6351,0.405594,1.60449,0.405594,All
65.647,0.406593,1.60836,0.406593,All
65.6483,0.407592,1.6178,0.407592,All
65.6949,0.408591,1.61911,0.408591,All
65.7005,0.40959,1.62472,0.40959,All
65.8103,0.410589,1.63204,0.410589,All
66.0373,0.411588,1.63513,0.411588,All
66.0988,0.412587,1.63795,0.412587,All
66.1297,0.413586,1.63903,0.413586,All
66.1439,0.414585,1.64755,0.414585,All
66.1823,0.415584,1.66067,0.415584,All
66.207,0.416583,1.67384,0.416583,All
66.3205,0.417582,1.69524,0.417582,All
66.327,0.418581,1.69955,0.418581,All
66.4267,0.41958,1.70201,0.41958,All
66.4448,0.420579,1.70621,0.420579,All
66.5152,0.421578,1.7063,0.421578,All
66.544,0.422577,1.71175,0.422577,All
66.5916,0.423576,1.71505,0.423576,All
66.6038,0.424575,1.72953,0.424575,All
66.6399,0.425574,1.73143,0.425574,All
66.6796,0.426573,1.73195,0.426573,All
66.835,0.427572,1.73213,0.427572,All
66.8774,0.428571,1.74262,0.428571,All
66.8896,0.42957,1.75217,0.42957,All
66.9419,0.430569,1.75268,0.430569,All
67.0462,0.431568,1.75288,0.431568,All
67.0926,0.432567,1.75938,0.432567,All
67.1328,0.433566,1.76004,0.433566,All
67.133,0.434565,1.76059,0.434565,All
67.2697,0.435564,1.76064,0.435564,All
67.3638,0.436563,1.76131,0.436563,All
67.3712,0.437562,1.76618,0.437562,All
67.4176,0.438561,1.76874,0.438561,All
67.4724,0.43956,1.79411,0.43956,All
67.5444,0.440559,1.79464,0.440559,All
67.5657,0.441558,1.80122,0.441558,All
67.606,0.442557,1.80261,0.442557,All
67.6321,0.443556,1.80644,0.443556,All
67.7117,0.444555,1.8073,0.444555,All
67.7118,0.445554,1.8078,0.445554,All
67.7436,0.446553,1.81689,0.446553,All
67.853,0.447552,1.81929,0.447552,All
67.8947,0.448551,1.82482,0.448551,All
68.0065,0.44955,1.82487,0.44955,All
68.2536,0.450549,1.83387,0.450549,All
68.2782,0.451548,1.83902,0.451548,All
68.4201,0.452547,1.83909,0.452547,All
68.4227,0.453546,1.84301,0.453546,All
68.426,0.454545,1.84563,0.454545,All
68.5536,0.455544,1.84633,0.455544,All
68.75,0.456543,1.84838,0.456543,All
68.805,0.457542,1.84935,0.457542,All
68.8611,0.458541,1.84958,0.458541,All
68.8621,0.45954,1.8511,0.45954,All
68.9169,0.460539,1.85953,0.460539,All
68.9182,0.461538,1.86118,0.461538,All
68.9837,0.462537,1.86306,0.462537,All
69.0234,0.463536,1.86532,0.463536,All
69.0308,0.464535,1.87941,0.464535,All
69.183,0.465534,1.88681,0.465534,All
69.2226,0.466533,1.89322,0.466533,All
69.2264,0.467532,1.89633,0.467532,All
69.2599,0.468531,1.89831,0.468531,All
69.3586,0.46953,1.89938,0.46953,All
69.3661,0.470529,1.90197,0.470529,All
69.4144,0.471528,1.90507,0.471528,All
69.4496,0.472527,1.91334,0.472527,All
69.5471,0.473526,1.91749,0.473526,All
69.6989,0.474525,1.91972,0.474525,All
69.7066,0.475524,1.92035,0.475524,All
69.8081,0.476523,1.92164,0.476523,All
69.9629,0.477522,1.92233,0.477522,All
70.0009,0.478521,1.92476,0.478521,All
70.0666,0.47952,1.92591,0.47952,All
70.2278,0.480519,1.92676,0.480519,All
70.2287,0.481518,1.92809,0.481518,All
70.2559,0.482517,1.93187,0.482517,All
70.2634,0.483516,1.93955,0.483516,All
70.3028,0.484515,1.94018,0.484515,All
70.3583,0.485514,1.94033,0.485514,All
70.4472,0.486513,1.94115,0.486513,All
70.508,0.487512,1.94356,0.487512,All
70.5288,0.488511,1.94365,0.488511,All
70.6248,0.48951,1.94536,0.48951,All
70.655,0.490509,1.94698,0.490509,All
70.7016,0.491508,1.94975,0.491508,All
70.8158,0.492507,1.94987,0.492507,All
70.8643,0.493506,1.96177,0.493506,All
70.8895,0.494505,1.96597,0.494505,All
71.2557,0.495504,1.97142,0.495504,All
71.3446,0.496503,1.97584,0.496503,All
71.4177,0.497502,1.97705,0.497502,All
71.5104,0.498501,1.9792,0.498501,All
71.5146,0.4995,1.98542,0.4995,All
71.5993,0.5005,1.99301,0.5005,All
71.6903,0.501499,1.99382,0.501499,All
71.7072,0.502498,1.99621,0.502498,All
71.7114,0.503497,1.99808,0.503497,All
71.7272,0.504496,2.00553,0.504496,All
71.8018,0.505495,2.00677,0.505495,All
71.818,0.506494,2.01053,0.506494,All
71.8399,0.507493,2.01815,0.507493,All
72.0154,0.508492,2.02027,0.508492,All
72.0434,0.509491,2.0224,0.509491,All
72.2405,0.51049,2.02323,0.51049,All
72.2499,0.511489,2.02452,0.511489,All
72.2505,0.512488,2.02526,0.512488,All
72.3686,0.513487,2.02843,0.513487,All
72.4628,0.514486,2.02965,0.514486,All
72.5403,0.515485,2.03719,0.515485,All
72.5516,0.516484,2.04055,0.516484,All
72.5751,0.517483,2.04283,0.517483,All
72.6236,0.518482,2.04747,0.518482,All
72.6336,0.519481,2.05018,0.519481,All
72.6527,0.52048,2.05218,0.52048,All
72.7252,0.521479,2.05368,0.521479,All
72.8017,0.522478,2.05824,0.522478,All
72.8091,0.523477,2.06297,0.523477,All
72.9,0.524476,2.06533,0.524476,All
72.9202,0.525475,2.06934,0.525475,All
72.9678,0.526474,2.09653,0.526474,All
73.1096,0.527473,2.11191,0.527473,All
73.2056,0.528472,2.12768,0.528472,All
73.2063,0.529471,2.13163,0.529471,All
73.2306,0.53047,2.13809,0.53047,All
73.315,0.531469,2.14478,0.531469,All
73.3322,0.532468,2.14781,0.532468,All
73.458,0.533467,2.14968,0.533467,All
73.46,0.534466,2.16897,0.534466,All
73.5447,0.535465,2.18385,0.535465,All
73.5639,0.536464,2.18717,0.536464,All
73.7496,0.537463,2.19119,0.537463,All
73.8716,0.538462,2.19644,0.538462,All
73.8763,0.539461,2.20163,0.539461,All
73.9824,0.54046,2.20169,0.54046,All
74.0742,0.541459,2.20179,0.541459,All
74.1374,0.542458,2.20279,0.542458,All
74.2612,0.543457,2.20462,0.543457,All
74.3189,0.544456,2.21723,0.544456,All
74.472,0.545455,2.21748,0.545455,All
74.5439,0.546454,2.22209,0.546454,All
74.5654,0.547453,2.22784,0.547453,All
74.6204,0.548452,2.23001,0.548452,All
74.6275,0.549451,2.23088,0.549451,All
74.8379,0.55045,2.2339,0.55045,All
74.8629,0.551449,2.23549,0.551449,All
74.9212,0.552448,2.23881,0.552448,All
74.9262,0.553447,2.24373,0.553447,All
74.9938,0.554446,2.25249,0.554446,All
75.0663,0.555445,2.25393,0.555445,All
75.1201,0.556444,2.26568,0.556444,All
75.1894,0.557443,2.26711,0.557443,All
75.2141,0.558442,2.28136,0.558442,All
75.2932,0.559441,2.28756,0.559441,All
75.3881,0.56044,2.29316,0.56044,All
75.4711,0.561439,2.29479,0.561439,All
75.5051,0.562438,2.3061,0.562438,All
75.6445,0.563437,2.30793,0.563437,All
75.7744,0.564436,2.32814,0.564436,All
75.7932,0.565435,2.33412,0.565435,All
75.9904,0.566434,2.34136,0.566434,All
76.0046,0.567433,2.34938,0.567433,All
76.1283,0.568432,2.35022,0.568432,All
76.2107,0.569431,2.35431,0.569431,All
76.3905,0.57043,2.36705,0.57043,All
76.4365,0.571429,2.36726,0.571429,All
76.4639,0.572428,2.36807,0.572428,All
76.4931,0.573427,2.36961,0.573427,All
76.5083,0.574426,2.38002,0.574426,All
76.6355,0.575425,2.38183,0.575425,All
76.8294,0.576424,2.38578,0.576424,All
76.9123,0.577423,2.39647,0.577423,All
76.9499,0.578422,2.39859,0.578422,All
76.9869,0.579421,2.40256,0.579421,All
