pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.828443,0.807863,0.52023,0.808497,0.942637,0.807863,All
0.835744,0.808497,0.522396,0.809131,0.947211,0.808497,All
0.836886,0.809131,0.523323,0.809765,0.9485,0.809131,All
0.837317,0.809765,0.523525,0.810399,0.951663,0.809765,All
0.846989,0.810399,0.523686,0.811034,0.952633,0.810399,All
0.849992,0.811034,0.525658,0.811668,0.953777,0.811034,All
0.851152,0.811668,0.527849,0.812302,0.953873,0.811668,All
0.855328,0.812302,0.528134,0.812936,0.954098,0.812302,All
0.857186,0.812936,0.530094,0.81357,0.959841,0.812936,All
0.858592,0.81357,0.530341,0.814204,0.961997,0.81357,All
0.861023,0.814204,0.532513,0.814838,0.96407,0.814204,All
0.864013,0.814838,0.535553,0.815472,0.968361,0.814838,All
0.864177,0.815472,0.536832,0.816107,0.969984,0.815472,All
0.86874,0.816107,0.537307,0.816741,0.971099,0.816107,All
0.870576,0.816741,0.537317,0.817375,0.974393,0.816741,All
0.877542,0.817375,0.538609,0.818009,0.975268,0.817375,All
0.877553,0.818009,0.54059,0.818643,0.977094,0.818009,All
0.877779,0.818643,0.54184,0.819277,0.977122,0.818643,All
0.879865,0.819277,0.546177,0.819911,0.978339,0.819277,All
0.881402,0.819911,0.546957,0.820545,0.979559,0.819911,All
0.882942,0.820545,0.547143,0.821179,0.983586,0.820545,All
0.886009,0.821179,0.547587,0.821814,0.983901,0.821179,All
0.890651,0.821814,0.54817,0.822448,0.990222,0.821814,All
0.892429,0.822448,0.548476,0.823082,0.990588,0.822448,All
0.892437,0.823082,0.550344,0.823716,0.991363,0.823082,All
0.904104,0.823716,0.550801,0.82435,0.993831,0.823716,All
0.909523,0.82435,0.5525,0.824984,1.00085,0.82435,All
0.925822,0.824984,0.553225,0.825618,1.00131,0.824984,All
0.926111,0.825618,0.55359,0.826252,1.00417,0.825618,All
0.929002,0.826252,0.555107,0.826886,1.0044,0.826252,All
0.931153,0.826886,0.555111,0.827521,1.00715,0.826886,All
0.931192,0.827521,0.556592,0.828155,1.0079,0.827521,All
0.932521,0.828155,0.560065,0.828789,1.00888,0.828155,All
0.940111,0.828789,0.562813,0.829423,1.01324,0.828789,All
0.940267,0.829423,0.564019,0.830057,1.01393,0.829423,All
0.941366,0.830057,0.568781,0.830691,1.01533,0.830057,All
0.9442,0.830691,0.570498,0.831325,1.01598,0.830691,All
0.945209,0.831325,0.572326,0.831959,1.02006,0.831325,All
0.948993,0.831959,0.580203,0.832594,1.02418,0.831959,All
0.950325,0.832594,0.580247,0.833228,1.02431,0.832594,All
0.952829,0.833228,0.582682,0.833862,1.0292,0.833228,All
0.953612,0.833862,0.58352,0.834496,1.03637,0.833862,All
0.958083,0.834496,0.584803,0.83513,1.03917,0.834496,All
0.958525,0.83513,0.585519,0.835764,1.04093,0.83513,All
0.970759,0.835764,0.586123,0.836398,1.04657,0.835764,All
0.978262,0.836398,0.58751,0.837032,1.05345,0.836398,All
0.984957,0.837032,0.588085,0.837666,1.05634,0.837032,All
0.988794,0.837666,0.588288,0.838301,1.05691,0.837666,All
0.992604,0.838301,0.588303,0.838935,1.05909,0.838301,All
0.994183,0.838935,0.588431,0.839569,1.06158,0.838935,All
0.998277,0.839569,0.592811,0.840203,1.06727,0.839569,All
1.00932,0.840203,0.595542,0.840837,1.06763,0.840203,All
