standEta_V_abscissa,standEta_V_cdf,standEta_Cl_abscissa,standEta_Cl_cdf,split
0.0923915,0.646354,0.490443,0.646354,All
0.0926578,0.647353,0.493147,0.647353,All
0.0931814,0.648352,0.494493,0.648352,All
0.0941474,0.649351,0.495595,0.649351,All
0.0986072,0.65035,0.499233,0.65035,All
0.100694,0.651349,0.504467,0.651349,All
0.101436,0.652348,0.510247,0.652348,All
0.104208,0.653347,0.512192,0.653347,All
0.105031,0.654346,0.513427,0.654346,All
0.105652,0.655345,0.513893,0.655345,All
0.10723,0.656344,0.515949,0.656344,All
0.107441,0.657343,0.51649,0.657343,All
0.10781,0.658342,0.52078,0.658342,All
0.108188,0.659341,0.5223,0.659341,All
0.10869,0.66034,0.522656,0.66034,All
0.109437,0.661339,0.523059,0.661339,All
0.109838,0.662338,0.526393,0.662338,All
0.111663,0.663337,0.533325,0.663337,All
0.113369,0.664336,0.535545,0.664336,All
0.11431,0.665335,0.537841,0.665335,All
0.114324,0.666334,0.537926,0.666334,All
0.115603,0.667333,0.542633,0.667333,All
0.117307,0.668332,0.54364,0.668332,All
0.117492,0.669331,0.54364,0.669331,All
0.120323,0.67033,0.544701,0.67033,All
0.128879,0.671329,0.546153,0.671329,All
0.129842,0.672328,0.547234,0.672328,All
0.130922,0.673327,0.550121,0.673327,All
0.132248,0.674326,0.550177,0.674326,All
0.13228,0.675325,0.550756,0.675325,All
0.137086,0.676324,0.552389,0.676324,All
0.139241,0.677323,0.553534,0.677323,All
0.141257,0.678322,0.560983,0.678322,All
0.145274,0.679321,0.562888,0.679321,All
0.145452,0.68032,0.564388,0.68032,All
0.145493,0.681319,0.571792,0.681319,All
0.148451,0.682318,0.571866,0.682318,All
0.14999,0.683317,0.57224,0.683317,All
0.150836,0.684316,0.574102,0.684316,All
0.152815,0.685315,0.574266,0.685315,All
0.1536,0.686314,0.574838,0.686314,All
0.153974,0.687313,0.577149,0.687313,All
0.156387,0.688312,0.577957,0.688312,All
0.156781,0.689311,0.582261,0.689311,All
0.159492,0.69031,0.584857,0.69031,All
0.159735,0.691309,0.585297,0.691309,All
0.160123,0.692308,0.59492,0.692308,All
0.162004,0.693307,0.595504,0.693307,All
0.16211,0.694306,0.5964,0.694306,All
0.164804,0.695305,0.597428,0.695305,All
0.166065,0.696304,0.600974,0.696304,All
0.169099,0.697303,0.602979,0.697303,All
0.172202,0.698302,0.604711,0.698302,All
