V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
70.8479,0.51049,2.03647,0.51049,All
70.9228,0.511489,2.0412,0.511489,All
70.9229,0.512488,2.0443,0.512488,All
70.9296,0.513487,2.054,0.513487,All
70.9713,0.514486,2.05668,0.514486,All
70.9803,0.515485,2.05822,0.515485,All
71.0929,0.516484,2.06392,0.516484,All
71.1044,0.517483,2.06429,0.517483,All
71.1044,0.518482,2.06431,0.518482,All
71.1139,0.519481,2.06603,0.519481,All
71.1256,0.52048,2.07485,0.52048,All
71.1561,0.521479,2.07844,0.521479,All
71.1731,0.522478,2.0909,0.522478,All
71.2371,0.523477,2.10271,0.523477,All
71.3184,0.524476,2.10393,0.524476,All
71.3275,0.525475,2.10594,0.525475,All
71.3373,0.526474,2.10958,0.526474,All
71.353,0.527473,2.11107,0.527473,All
71.4542,0.528472,2.11426,0.528472,All
71.5634,0.529471,2.11493,0.529471,All
71.661,0.53047,2.12066,0.53047,All
71.742,0.531469,2.1213,0.531469,All
71.7476,0.532468,2.13436,0.532468,All
71.7952,0.533467,2.13632,0.533467,All
71.8106,0.534466,2.13771,0.534466,All
71.8873,0.535465,2.14479,0.535465,All
71.957,0.536464,2.14592,0.536464,All
72.005,0.537463,2.14793,0.537463,All
72.0139,0.538462,2.16131,0.538462,All
72.0668,0.539461,2.17001,0.539461,All
72.1888,0.54046,2.17702,0.54046,All
72.2362,0.541459,2.17831,0.541459,All
72.5692,0.542458,2.18063,0.542458,All
72.739,0.543457,2.18176,0.543457,All
72.7611,0.544456,2.18296,0.544456,All
72.7765,0.545455,2.18505,0.545455,All
72.7791,0.546454,2.18532,0.546454,All
72.8055,0.547453,2.18664,0.547453,All
72.8526,0.548452,2.18759,0.548452,All
72.8614,0.549451,2.1882,0.549451,All
72.8994,0.55045,2.19553,0.55045,All
73.033,0.551449,2.20109,0.551449,All
73.0547,0.552448,2.20546,0.552448,All
73.1964,0.553447,2.20576,0.553447,All
73.228,0.554446,2.20798,0.554446,All
73.3444,0.555445,2.20892,0.555445,All
