pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-0.452776,0.370958,0.0213733,0.371592,-0.299874,0.370958,All
-0.451261,0.371592,0.0214264,0.372226,-0.296227,0.371592,All
-0.451242,0.372226,0.0215753,0.37286,-0.291601,0.372226,All
-0.451235,0.37286,0.0222727,0.373494,-0.291333,0.37286,All
-0.447636,0.373494,0.0229933,0.374128,-0.290084,0.373494,All
-0.445858,0.374128,0.0238729,0.374762,-0.28777,0.374128,All
-0.444668,0.374762,0.024446,0.375396,-0.287301,0.374762,All
-0.440621,0.375396,0.0250376,0.37603,-0.286517,0.375396,All
-0.440051,0.37603,0.0259728,0.376665,-0.285962,0.37603,All
-0.437952,0.376665,0.0273299,0.377299,-0.285258,0.376665,All
-0.437596,0.377299,0.0273935,0.377933,-0.284637,0.377299,All
-0.436418,0.377933,0.0275901,0.378567,-0.283813,0.377933,All
-0.433745,0.378567,0.0277471,0.379201,-0.283599,0.378567,All
-0.430359,0.379201,0.0285051,0.379835,-0.270566,0.379201,All
-0.429381,0.379835,0.0286734,0.380469,-0.26891,0.379835,All
-0.428766,0.380469,0.0287867,0.381103,-0.268663,0.380469,All
-0.427844,0.381103,0.0290675,0.381737,-0.26783,0.381103,All
-0.425617,0.381737,0.0297761,0.382372,-0.267045,0.381737,All
-0.425489,0.382372,0.031065,0.383006,-0.266061,0.382372,All
-0.42271,0.383006,0.0311243,0.38364,-0.264482,0.383006,All
-0.421211,0.38364,0.0320034,0.384274,-0.26207,0.38364,All
-0.41851,0.384274,0.0321848,0.384908,-0.260284,0.384274,All
-0.417811,0.384908,0.032754,0.385542,-0.259165,0.384908,All
-0.417654,0.385542,0.0343946,0.386176,-0.256322,0.385542,All
-0.412457,0.386176,0.035247,0.38681,-0.256188,0.386176,All
-0.412175,0.38681,0.0355969,0.387445,-0.25515,0.38681,All
-0.408467,0.387445,0.038478,0.388079,-0.25175,0.387445,All
-0.407682,0.388079,0.0385901,0.388713,-0.250269,0.388079,All
-0.407189,0.388713,0.0386713,0.389347,-0.246645,0.388713,All
-0.404833,0.389347,0.038814,0.389981,-0.244634,0.389347,All
-0.403006,0.389981,0.0393622,0.390615,-0.24392,0.389981,All
-0.401611,0.390615,0.0406224,0.391249,-0.238436,0.390615,All
-0.399368,0.391249,0.0428823,0.391883,-0.23517,0.391249,All
-0.399061,0.391883,0.0434905,0.392517,-0.230572,0.391883,All
-0.398776,0.392517,0.043507,0.393152,-0.228498,0.392517,All
-0.397211,0.393152,0.0465963,0.393786,-0.228348,0.393152,All
-0.395228,0.393786,0.0471216,0.39442,-0.226401,0.393786,All
-0.394164,0.39442,0.0482686,0.395054,-0.225669,0.39442,All
-0.393681,0.395054,0.0484256,0.395688,-0.225098,0.395054,All
-0.391301,0.395688,0.0486102,0.396322,-0.224978,0.395688,All
-0.39129,0.396322,0.0494287,0.396956,-0.224848,0.396322,All
-0.386739,0.396956,0.0498421,0.39759,-0.222681,0.396956,All
-0.386355,0.39759,0.0511084,0.398224,-0.219676,0.39759,All
