pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.179223,0.577045,0.0463233,0.577679,0.303546,0.577045,All
0.181136,0.577679,0.0482594,0.578313,0.305479,0.577679,All
0.181286,0.578313,0.0490323,0.578947,0.305943,0.578313,All
0.181475,0.578947,0.0501982,0.579581,0.311523,0.578947,All
0.182258,0.579581,0.0516328,0.580216,0.312788,0.579581,All
0.182941,0.580216,0.0520001,0.58085,0.31492,0.580216,All
0.183809,0.58085,0.052358,0.581484,0.315005,0.58085,All
0.18713,0.581484,0.0523781,0.582118,0.315261,0.581484,All
0.189394,0.582118,0.0526996,0.582752,0.315536,0.582118,All
0.195722,0.582752,0.0532067,0.583386,0.316247,0.582752,All
0.195838,0.583386,0.0535406,0.58402,0.319038,0.583386,All
0.199386,0.58402,0.0542537,0.584654,0.32177,0.58402,All
0.20067,0.584654,0.0551721,0.585289,0.324255,0.584654,All
0.201167,0.585289,0.0553341,0.585923,0.325847,0.585289,All
0.201283,0.585923,0.0565859,0.586557,0.326336,0.585923,All
0.204068,0.586557,0.0572851,0.587191,0.327572,0.586557,All
0.206291,0.587191,0.057556,0.587825,0.328289,0.587191,All
0.213408,0.587825,0.0591735,0.588459,0.328467,0.587825,All
0.213783,0.588459,0.0591745,0.589093,0.32971,0.588459,All
0.215692,0.589093,0.059365,0.589727,0.330257,0.589093,All
0.217036,0.589727,0.0600386,0.590361,0.334484,0.589727,All
0.217614,0.590361,0.0614387,0.590996,0.335261,0.590361,All
0.221535,0.590996,0.0627849,0.59163,0.335834,0.590996,All
0.222913,0.59163,0.0628984,0.592264,0.348761,0.59163,All
0.224262,0.592264,0.0633418,0.592898,0.350229,0.592264,All
0.224296,0.592898,0.0635268,0.593532,0.351235,0.592898,All
0.225203,0.593532,0.0660361,0.594166,0.352115,0.593532,All
0.225995,0.594166,0.0668671,0.5948,0.354191,0.594166,All
0.2279,0.5948,0.0671187,0.595434,0.356149,0.5948,All
0.228235,0.595434,0.0679143,0.596068,0.357682,0.595434,All
0.229989,0.596068,0.0692953,0.596703,0.358045,0.596068,All
0.231838,0.596703,0.0699012,0.597337,0.35996,0.596703,All
0.232512,0.597337,0.0705821,0.597971,0.360294,0.597337,All
0.232564,0.597971,0.0707382,0.598605,0.362617,0.597971,All
0.234361,0.598605,0.0713711,0.599239,0.362706,0.598605,All
0.235708,0.599239,0.07487,0.599873,0.36769,0.599239,All
0.236516,0.599873,0.0787726,0.600507,0.367701,0.599873,All
0.238353,0.600507,0.0788547,0.601141,0.368654,0.600507,All
0.240331,0.601141,0.0795075,0.601776,0.370573,0.601141,All
0.242106,0.601776,0.0815076,0.60241,0.375045,0.601776,All
0.242629,0.60241,0.0820355,0.603044,0.375502,0.60241,All
0.243776,0.603044,0.0822076,0.603678,0.37725,0.603044,All
0.245132,0.603678,0.0835162,0.604312,0.378009,0.603678,All
0.245902,0.604312,0.0848969,0.604946,0.378381,0.604312,All
0.247569,0.604946,0.0851514,0.60558,0.381154,0.604946,All
0.250379,0.60558,0.0863167,0.606214,0.383046,0.60558,All
0.251978,0.606214,0.0867291,0.606848,0.384812,0.606214,All
0.252011,0.606848,0.0870503,0.607483,0.385261,0.606848,All
0.254262,0.607483,0.0884189,0.608117,0.386475,0.607483,All
0.255021,0.608117,0.0899973,0.608751,0.387239,0.608117,All
0.259586,0.608751,0.0900121,0.609385,0.38943,0.608751,All
0.260282,0.609385,0.0904438,0.610019,0.39556,0.609385,All
0.262511,0.610019,0.0911286,0.610653,0.396007,0.610019,All
0.269667,0.610653,0.0929703,0.611287,0.396463,0.610653,All
0.274975,0.611287,0.094564,0.611921,0.399349,0.611287,All
0.276081,0.611921,0.0946384,0.612555,0.40192,0.611921,All
0.281718,0.612555,0.095234,0.61319,0.402986,0.612555,All
0.283369,0.61319,0.0956214,0.613824,0.403344,0.61319,All
0.284012,0.613824,0.0957697,0.614458,0.403415,0.613824,All
0.28456,0.614458,0.0968376,0.615092,0.406051,0.614458,All
0.285664,0.615092,0.098205,0.615726,0.406115,0.615092,All
0.286055,0.615726,0.0991499,0.61636,0.407516,0.615726,All
0.287059,0.61636,0.0994046,0.616994,0.407976,0.61636,All
0.287132,0.616994,0.099927,0.617628,0.413389,0.616994,All
0.288107,0.617628,0.100299,0.618263,0.414965,0.617628,All
0.288199,0.618263,0.100762,0.618897,0.41514,0.618263,All
0.288223,0.618897,0.101048,0.619531,0.415289,0.618897,All
0.28903,0.619531,0.103402,0.620165,0.41774,0.619531,All
0.292659,0.620165,0.10354,0.620799,0.419336,0.620165,All
0.294832,0.620799,0.104176,0.621433,0.421196,0.620799,All
0.29521,0.621433,0.104219,0.622067,0.421942,0.621433,All
0.298863,0.622067,0.104356,0.622701,0.426858,0.622067,All
0.300066,0.622701,0.105382,0.623335,0.429053,0.622701,All
0.300457,0.623335,0.106188,0.62397,0.429558,0.623335,All
0.301885,0.62397,0.10675,0.624604,0.429609,0.62397,All
0.305262,0.624604,0.107363,0.625238,0.429795,0.624604,All
0.306964,0.625238,0.110628,0.625872,0.431678,0.625238,All
0.310902,0.625872,0.110673,0.626506,0.433183,0.625872,All
0.313263,0.626506,0.111652,0.62714,0.434841,0.626506,All
0.313766,0.62714,0.11176,0.627774,0.435128,0.62714,All
0.316627,0.627774,0.112156,0.628408,0.436694,0.627774,All
0.317229,0.628408,0.113833,0.629042,0.440312,0.628408,All
0.317619,0.629042,0.114256,0.629677,0.442276,0.629042,All
0.317648,0.629677,0.11523,0.630311,0.444541,0.629677,All
0.318128,0.630311,0.115987,0.630945,0.445643,0.630311,All
0.319096,0.630945,0.116885,0.631579,0.445645,0.630945,All
0.321971,0.631579,0.117274,0.632213,0.445948,0.631579,All
0.322738,0.632213,0.117721,0.632847,0.446819,0.632213,All
0.323462,0.632847,0.118147,0.633481,0.44773,0.632847,All
0.324061,0.633481,0.118573,0.634115,0.449702,0.633481,All
0.329154,0.634115,0.119016,0.63475,0.450395,0.634115,All
0.329485,0.63475,0.119042,0.635384,0.450704,0.63475,All
0.330119,0.635384,0.120094,0.636018,0.452996,0.635384,All
0.330326,0.636018,0.12047,0.636652,0.454085,0.636018,All
0.331358,0.636652,0.120931,0.637286,0.458072,0.636652,All
0.332343,0.637286,0.12145,0.63792,0.461913,0.637286,All
0.333558,0.63792,0.121652,0.638554,0.461961,0.63792,All
0.33651,0.638554,0.122932,0.639188,0.462542,0.638554,All
0.337348,0.639188,0.123417,0.639822,0.464306,0.639188,All
0.340281,0.639822,0.123901,0.640457,0.46734,0.639822,All
0.342918,0.640457,0.124229,0.641091,0.468929,0.640457,All
0.344882,0.641091,0.124949,0.641725,0.468969,0.641091,All
0.34581,0.641725,0.125179,0.642359,0.469111,0.641725,All
0.347695,0.642359,0.125314,0.642993,0.470767,0.642359,All
0.349072,0.642993,0.126769,0.643627,0.471863,0.642993,All
0.350895,0.643627,0.127259,0.644261,0.471951,0.643627,All
