standEta_V_abscissa,standEta_V_cdf,standEta_Cl_abscissa,standEta_Cl_cdf,split
0.00202732,0.667333,-0.170711,0.667333,All
0.0020596,0.668332,-0.170311,0.668332,All
0.00223498,0.669331,-0.169092,0.669331,All
0.0022642,0.67033,-0.167526,0.67033,All
0.00237662,0.671329,-0.165874,0.671329,All
0.00241757,0.672328,-0.161262,0.672328,All
0.00256973,0.673327,-0.160506,0.673327,All
0.00271194,0.674326,-0.158627,0.674326,All
0.00286802,0.675325,-0.15737,0.675325,All
0.00307604,0.676324,-0.157331,0.676324,All
0.00313289,0.677323,-0.156429,0.677323,All
0.00327741,0.678322,-0.156218,0.678322,All
0.00329552,0.679321,-0.152904,0.679321,All
0.00348996,0.68032,-0.149927,0.68032,All
0.00375157,0.681319,-0.149691,0.681319,All
0.00382068,0.682318,-0.149171,0.682318,All
0.00389183,0.683317,-0.147337,0.683317,All
0.00408729,0.684316,-0.146282,0.684316,All
0.00412391,0.685315,-0.146182,0.685315,All
0.00423111,0.686314,-0.142226,0.686314,All
0.00427293,0.687313,-0.141704,0.687313,All
0.0045585,0.688312,-0.141584,0.688312,All
0.00458032,0.689311,-0.140684,0.689311,All
0.00462568,0.69031,-0.139972,0.69031,All
0.00467298,0.691309,-0.139774,0.691309,All
0.00476175,0.692308,-0.138167,0.692308,All
0.00487568,0.693307,-0.135107,0.693307,All
0.00497872,0.694306,-0.134233,0.694306,All
0.00515978,0.695305,-0.133286,0.695305,All
0.00543603,0.696304,-0.132722,0.696304,All
0.00548375,0.697303,-0.128514,0.697303,All
0.00562509,0.698302,-0.127246,0.698302,All
0.00567292,0.699301,-0.127019,0.699301,All
0.00582364,0.7003,-0.122342,0.7003,All
0.00603042,0.701299,-0.11608,0.701299,All
0.0064366,0.702298,-0.115187,0.702298,All
0.00648161,0.703297,-0.113603,0.703297,All
0.00690974,0.704296,-0.113552,0.704296,All
0.00691643,0.705295,-0.112705,0.705295,All
0.00706962,0.706294,-0.112483,0.706294,All
0.00714636,0.707293,-0.111809,0.707293,All
0.00755456,0.708292,-0.109618,0.708292,All
0.00786776,0.709291,-0.106016,0.709291,All
0.0078827,0.71029,-0.105997,0.71029,All
0.00789981,0.711289,-0.104936,0.711289,All
0.00805753,0.712288,-0.10471,0.712288,All
0.008159,0.713287,-0.0997299,0.713287,All
0.00821215,0.714286,-0.099473,0.714286,All
0.00844589,0.715285,-0.0988902,0.715285,All
0.00884111,0.716284,-0.0946348,0.716284,All
0.00889276,0.717283,-0.0930725,0.717283,All
0.00924655,0.718282,-0.0903645,0.718282,All
0.00957638,0.719281,-0.0883816,0.719281,All
0.00957686,0.72028,-0.0882958,0.72028,All
0.00996056,0.721279,-0.0877522,0.721279,All
0.0100202,0.722278,-0.0843326,0.722278,All
0.0101243,0.723277,-0.0835474,0.723277,All
